game_id,agent_name,llm_name,noise_level,personality,cooperation_rate,predicted_strategy,prediction_confidence,nice,forgiving,retaliatory,troublemaking,emulative
Mistral-7B-Instruct-v0.3__noise00__game_19,agent2,Mistral-7B-Instruct-v0.3,0,selfish,0.0,AllD|TFT,1.0,0,0.0,1.0,1.0,1.0
Mistral-7B-Instruct-v0.3__noise00__game_17,agent1,Mistral-7B-Instruct-v0.3,0,cooperative,1.0,AllC,1.0,1,0.9666666666666667,0.0,0.0,0.0
Mistral-7B-Instruct-v0.3__noise00__game_17,agent2,Mistral-7B-Instruct-v0.3,0,selfish,0.0,AllD|WSLS,1.0,0,0.0,0.0,1.0,0.0
Mistral-7B-Instruct-v0.3__noise00__game_20,agent1,Mistral-7B-Instruct-v0.3,0,cooperative,1.0,AllC|TFT|WSLS,1.0,1,0.0,0.0,0.0,1.0
Mistral-7B-Instruct-v0.3__noise00__game_20,agent2,Mistral-7B-Instruct-v0.3,0,cooperative,1.0,AllC|TFT|WSLS,1.0,1,0.0,0.0,0.0,1.0
Mistral-7B-Instruct-v0.3__noise00__game_21,agent1,Mistral-7B-Instruct-v0.3,0,cooperative,0.9333,AllC,0.9999825954437256,1,0.9629629629629629,0.07692307692307693,0.0,0.10344827586206896
Mistral-7B-Instruct-v0.3__noise00__game_21,agent2,Mistral-7B-Instruct-v0.3,0,selfish,0.0333,WSLS,1.0,0,0.0625,0.0,0.9642857142857143,0.10344827586206896
Mistral-7B-Instruct-v0.3__noise00__game_23,agent1,Mistral-7B-Instruct-v0.3,0,selfish,0.0,AllD|TFT,1.0,0,0.0,1.0,1.0,1.0
Mistral-7B-Instruct-v0.3__noise00__game_23,agent2,Mistral-7B-Instruct-v0.3,0,selfish,0.0,AllD|TFT,1.0,0,0.0,1.0,1.0,1.0
Mistral-7B-Instruct-v0.3__noise00__game_22,agent1,Mistral-7B-Instruct-v0.3,0,selfish,0.0,AllD|WSLS,1.0,0,0.0,0.0,1.0,0.034482758620689655
Mistral-7B-Instruct-v0.3__noise00__game_22,agent2,Mistral-7B-Instruct-v0.3,0,cooperative,0.9667,AllC,0.9999982118606567,1,0.9655172413793104,0.03571428571428571,0.0,0.034482758620689655
Mistral-7B-Instruct-v0.3__noise00__game_24,agent1,Mistral-7B-Instruct-v0.3,0,cooperative,1.0,AllC|TFT|WSLS,1.0,1,0.0,0.0,0.0,1.0
Mistral-7B-Instruct-v0.3__noise00__game_24,agent2,Mistral-7B-Instruct-v0.3,0,cooperative,1.0,AllC|TFT|WSLS,1.0,1,0.0,0.0,0.0,1.0
Mistral-7B-Instruct-v0.3__noise00__game_25,agent1,Mistral-7B-Instruct-v0.3,0,cooperative,0.8333,WSLS,0.8832524418830872,1,0.96,0.125,0.0,0.1724137931034483
Mistral-7B-Instruct-v0.3__noise00__game_25,agent2,Mistral-7B-Instruct-v0.3,0,selfish,0.0,AllD,1.0,0,0.0,0.0,1.0,0.1724137931034483
Mistral-7B-Instruct-v0.3__noise00__game_26,agent1,Mistral-7B-Instruct-v0.3,0,selfish,0.0,AllD|WSLS,1.0,0,0.0,0.0,1.0,0.10344827586206896
Mistral-7B-Instruct-v0.3__noise00__game_26,agent2,Mistral-7B-Instruct-v0.3,0,cooperative,0.9,AllC,0.9999825954437256,1,0.9629629629629629,0.11538461538461539,0.0,0.10344827586206896
Mistral-7B-Instruct-v0.3__noise00__game_27,agent1,Mistral-7B-Instruct-v0.3,0,selfish,0.0,AllD|TFT,1.0,0,0.0,1.0,1.0,1.0
Mistral-7B-Instruct-v0.3__noise00__game_27,agent2,Mistral-7B-Instruct-v0.3,0,selfish,0.0,AllD|TFT,1.0,0,0.0,1.0,1.0,1.0
Mistral-7B-Instruct-v0.3__noise00__game_28,agent1,Mistral-7B-Instruct-v0.3,0,cooperative,1.0,AllC|TFT|WSLS,1.0,1,0.0,0.0,0.0,1.0
Mistral-7B-Instruct-v0.3__noise00__game_28,agent2,Mistral-7B-Instruct-v0.3,0,cooperative,1.0,AllC|TFT|WSLS,1.0,1,0.0,0.0,0.0,1.0
Mistral-7B-Instruct-v0.3__noise00__game_31,agent1,Mistral-7B-Instruct-v0.3,0,selfish,0.0,AllD|TFT,1.0,0,0.0,1.0,1.0,1.0
Mistral-7B-Instruct-v0.3__noise00__game_31,agent2,Mistral-7B-Instruct-v0.3,0,selfish,0.0,AllD|TFT,1.0,0,0.0,1.0,1.0,1.0
Mistral-7B-Instruct-v0.3__noise00__game_29,agent1,Mistral-7B-Instruct-v0.3,0,cooperative,0.1333,TFT,1.0,1,0.75,1.0,0.0,0.896551724137931
Mistral-7B-Instruct-v0.3__noise00__game_29,agent2,Mistral-7B-Instruct-v0.3,0,selfish,0.0,AllD,1.0,0,0.0,0.0,1.0,0.8620689655172413
Mistral-7B-Instruct-v0.3__noise00__game_30,agent1,Mistral-7B-Instruct-v0.3,0,selfish,0.0,AllD|WSLS,1.0,0,0.0,0.0,1.0,0.06896551724137931
Mistral-7B-Instruct-v0.3__noise00__game_30,agent2,Mistral-7B-Instruct-v0.3,0,cooperative,0.9333,AllC,1.0,1,0.9642857142857143,0.07142857142857142,0.0,0.06896551724137931
Mistral-7B-Instruct-v0.3__noise00__game_32,agent1,Mistral-7B-Instruct-v0.3,0,cooperative,0.9667,TFT|WSLS,1.0,1,1.0,0.0,0.034482758620689655,0.9310344827586207
Mistral-7B-Instruct-v0.3__noise00__game_32,agent2,Mistral-7B-Instruct-v0.3,0,cooperative,0.9667,TFT|WSLS,1.0,0,1.0,0.0,0.034482758620689655,0.9310344827586207
Mistral-7B-Instruct-v0.3__noise00__game_33,agent1,Mistral-7B-Instruct-v0.3,0,cooperative,0.9667,AllC,0.9999982118606567,1,0.9655172413793104,0.03571428571428571,0.0,0.034482758620689655
Mistral-7B-Instruct-v0.3__noise00__game_33,agent2,Mistral-7B-Instruct-v0.3,0,selfish,0.0,AllD|WSLS,1.0,0,0.0,0.0,1.0,0.034482758620689655
Mistral-7B-Instruct-v0.3__noise00__game_34,agent1,Mistral-7B-Instruct-v0.3,0,selfish,0.0,AllD|WSLS,1.0,0,0.0,0.0,1.0,0.034482758620689655
Mistral-7B-Instruct-v0.3__noise00__game_34,agent2,Mistral-7B-Instruct-v0.3,0,cooperative,0.9667,AllC,0.9999996423721313,1,0.9655172413793104,0.03571428571428571,0.0,0.034482758620689655
Mistral-7B-Instruct-v0.3__noise00__game_35,agent1,Mistral-7B-Instruct-v0.3,0,selfish,0.0333,TFT,1.0,0,0.5,0.5,1.0,0.9655172413793104
Mistral-7B-Instruct-v0.3__noise00__game_35,agent2,Mistral-7B-Instruct-v0.3,0,selfish,0.0,AllD|TFT,1.0,0,0.0,1.0,1.0,0.9655172413793104
Mistral-7B-Instruct-v0.3__noise00__game_36,agent1,Mistral-7B-Instruct-v0.3,0,cooperative,0.9667,TFT,1.0,0,1.0,0.0,0.037037037037037035,0.8620689655172413
Mistral-7B-Instruct-v0.3__noise00__game_36,agent2,Mistral-7B-Instruct-v0.3,0,cooperative,0.9,TFT|WSLS,1.0,1,0.3333333333333333,1.0,0.06896551724137931,0.9310344827586207
Mistral-7B-Instruct-v0.3__noise00__game_37,agent1,Mistral-7B-Instruct-v0.3,0,cooperative,0.0667,TFT,1.0,1,0.5,0.6666666666666666,0.0,0.9655172413793104
Mistral-7B-Instruct-v0.3__noise00__game_37,agent2,Mistral-7B-Instruct-v0.3,0,selfish,0.0,AllD|TFT,1.0,0,0.0,0.0,1.0,0.9310344827586207
Mistral-7B-Instruct-v0.3__noise00__game_39,agent1,Mistral-7B-Instruct-v0.3,0,selfish,0.0,AllD|TFT,1.0,0,0.0,1.0,1.0,1.0
Mistral-7B-Instruct-v0.3__noise00__game_39,agent2,Mistral-7B-Instruct-v0.3,0,selfish,0.0,AllD|TFT,1.0,0,0.0,1.0,1.0,1.0
Mistral-7B-Instruct-v0.3__noise00__game_38,agent1,Mistral-7B-Instruct-v0.3,0,selfish,0.0,AllD,1.0,0,0.0,0.0,1.0,0.2413793103448276
Mistral-7B-Instruct-v0.3__noise00__game_38,agent2,Mistral-7B-Instruct-v0.3,0,cooperative,0.7333,TFT,0.9497196674346924,1,0.9545454545454546,0.22727272727272727,0.0,0.27586206896551724
Mistral-7B-Instruct-v0.3__noise00__game_41,agent1,Mistral-7B-Instruct-v0.3,0,coopératif,1.0,AllC,1.0,1,0.9666666666666667,0.0,0.0,0.0
Mistral-7B-Instruct-v0.3__noise00__game_41,agent2,Mistral-7B-Instruct-v0.3,0,égoïste,0.0,AllD|WSLS,1.0,0,0.0,0.0,1.0,0.0
Mistral-7B-Instruct-v0.3__noise00__game_40,agent1,Mistral-7B-Instruct-v0.3,0,coopératif,1.0,AllC|TFT|WSLS,1.0,1,0.0,0.0,0.0,1.0
Mistral-7B-Instruct-v0.3__noise00__game_40,agent2,Mistral-7B-Instruct-v0.3,0,coopératif,1.0,AllC|TFT|WSLS,1.0,1,0.0,0.0,0.0,1.0
Mistral-7B-Instruct-v0.3__noise00__game_42,agent1,Mistral-7B-Instruct-v0.3,0,égoïste,0.0,AllD|WSLS,1.0,0,0.0,0.0,1.0,0.0
Mistral-7B-Instruct-v0.3__noise00__game_42,agent2,Mistral-7B-Instruct-v0.3,0,coopératif,1.0,AllC,1.0,1,0.9666666666666667,0.0,0.0,0.0
Mistral-7B-Instruct-v0.3__noise00__game_43,agent1,Mistral-7B-Instruct-v0.3,0,égoïste,0.0,AllD|TFT,1.0,0,0.0,1.0,1.0,1.0
Mistral-7B-Instruct-v0.3__noise00__game_43,agent2,Mistral-7B-Instruct-v0.3,0,égoïste,0.0,AllD|TFT,1.0,0,0.0,1.0,1.0,1.0
Mistral-7B-Instruct-v0.3__noise00__game_44,agent1,Mistral-7B-Instruct-v0.3,0,coopératif,1.0,AllC|TFT|WSLS,1.0,1,0.0,0.0,0.0,1.0
Mistral-7B-Instruct-v0.3__noise00__game_44,agent2,Mistral-7B-Instruct-v0.3,0,coopératif,1.0,AllC|TFT|WSLS,1.0,1,0.0,0.0,0.0,1.0
Mistral-7B-Instruct-v0.3__noise00__game_45,agent1,Mistral-7B-Instruct-v0.3,0,coopératif,1.0,AllC,1.0,1,0.9666666666666667,0.0,0.0,0.0
Mistral-7B-Instruct-v0.3__noise00__game_45,agent2,Mistral-7B-Instruct-v0.3,0,égoïste,0.0,AllD|WSLS,1.0,0,0.0,0.0,1.0,0.0
Mistral-7B-Instruct-v0.3__noise00__game_46,agent1,Mistral-7B-Instruct-v0.3,0,égoïste,0.0,AllD|WSLS,1.0,0,0.0,0.0,1.0,0.034482758620689655
Mistral-7B-Instruct-v0.3__noise00__game_46,agent2,Mistral-7B-Instruct-v0.3,0,coopératif,0.9667,AllC,0.9999982118606567,1,0.9655172413793104,0.03571428571428571,0.0,0.034482758620689655
Mistral-7B-Instruct-v0.3__noise00__game_47,agent1,Mistral-7B-Instruct-v0.3,0,égoïste,0.0,AllD|TFT,1.0,0,0.0,1.0,1.0,1.0
Mistral-7B-Instruct-v0.3__noise00__game_47,agent2,Mistral-7B-Instruct-v0.3,0,égoïste,0.0,AllD|TFT,1.0,0,0.0,1.0,1.0,1.0
Mistral-7B-Instruct-v0.3__noise00__game_49,agent1,Mistral-7B-Instruct-v0.3,0,coopératif,1.0,AllC,1.0,1,0.9666666666666667,0.0,0.0,0.0
Mistral-7B-Instruct-v0.3__noise00__game_49,agent2,Mistral-7B-Instruct-v0.3,0,égoïste,0.0,AllD|WSLS,1.0,0,0.0,0.0,1.0,0.0
Mistral-7B-Instruct-v0.3__noise00__game_48,agent1,Mistral-7B-Instruct-v0.3,0,coopératif,1.0,AllC|TFT|WSLS,1.0,1,0.0,0.0,0.0,1.0
Mistral-7B-Instruct-v0.3__noise00__game_48,agent2,Mistral-7B-Instruct-v0.3,0,coopératif,1.0,AllC|TFT|WSLS,1.0,1,0.0,0.0,0.0,1.0
Mistral-7B-Instruct-v0.3__noise00__game_51,agent1,Mistral-7B-Instruct-v0.3,0,égoïste,0.0,AllD|TFT,1.0,0,0.0,1.0,1.0,1.0
Mistral-7B-Instruct-v0.3__noise00__game_51,agent2,Mistral-7B-Instruct-v0.3,0,égoïste,0.0,AllD|TFT,1.0,0,0.0,1.0,1.0,1.0
Mistral-7B-Instruct-v0.3__noise00__game_50,agent1,Mistral-7B-Instruct-v0.3,0,égoïste,0.0,AllD|WSLS,1.0,0,0.0,0.0,1.0,0.0
Mistral-7B-Instruct-v0.3__noise00__game_50,agent2,Mistral-7B-Instruct-v0.3,0,coopératif,1.0,AllC,1.0,1,0.9666666666666667,0.0,0.0,0.0
Mistral-7B-Instruct-v0.3__noise00__game_53,agent1,Mistral-7B-Instruct-v0.3,0,coopératif,1.0,AllC,1.0,1,0.9666666666666667,0.0,0.0,0.0
Mistral-7B-Instruct-v0.3__noise00__game_53,agent2,Mistral-7B-Instruct-v0.3,0,égoïste,0.0,AllD|WSLS,1.0,0,0.0,0.0,1.0,0.0
Mistral-7B-Instruct-v0.3__noise00__game_52,agent1,Mistral-7B-Instruct-v0.3,0,coopératif,1.0,AllC|TFT|WSLS,1.0,1,0.0,0.0,0.0,1.0
Mistral-7B-Instruct-v0.3__noise00__game_52,agent2,Mistral-7B-Instruct-v0.3,0,coopératif,1.0,AllC|TFT|WSLS,1.0,1,0.0,0.0,0.0,1.0
Mistral-7B-Instruct-v0.3__noise00__game_54,agent1,Mistral-7B-Instruct-v0.3,0,égoïste,0.0,AllD|WSLS,1.0,0,0.0,0.0,1.0,0.034482758620689655
Mistral-7B-Instruct-v0.3__noise00__game_54,agent2,Mistral-7B-Instruct-v0.3,0,coopératif,0.9667,AllC,0.9999982118606567,1,0.9655172413793104,0.03571428571428571,0.0,0.034482758620689655
Mistral-7B-Instruct-v0.3__noise00__game_55,agent1,Mistral-7B-Instruct-v0.3,0,égoïste,0.0,AllD|TFT,1.0,0,0.0,1.0,1.0,1.0
Mistral-7B-Instruct-v0.3__noise00__game_55,agent2,Mistral-7B-Instruct-v0.3,0,égoïste,0.0,AllD|TFT,1.0,0,0.0,1.0,1.0,1.0
Mistral-7B-Instruct-v0.3__noise00__game_56,agent1,Mistral-7B-Instruct-v0.3,0,coopératif,1.0,AllC|TFT|WSLS,1.0,1,0.0,0.0,0.0,1.0
Mistral-7B-Instruct-v0.3__noise00__game_56,agent2,Mistral-7B-Instruct-v0.3,0,coopératif,1.0,AllC|TFT|WSLS,1.0,1,0.0,0.0,0.0,1.0
Mistral-7B-Instruct-v0.3__noise00__game_57,agent1,Mistral-7B-Instruct-v0.3,0,coopératif,0.9333,AllC,0.9999997615814209,1,0.9642857142857143,0.037037037037037035,0.0,0.06896551724137931
Mistral-7B-Instruct-v0.3__noise00__game_57,agent2,Mistral-7B-Instruct-v0.3,0,égoïste,0.0,AllD|WSLS,1.0,0,0.0,0.0,1.0,0.06896551724137931
Mistral-7B-Instruct-v0.3__noise00__game_58,agent1,Mistral-7B-Instruct-v0.3,0,égoïste,0.0,AllD|WSLS,1.0,0,0.0,0.0,1.0,0.034482758620689655
Mistral-7B-Instruct-v0.3__noise00__game_58,agent2,Mistral-7B-Instruct-v0.3,0,coopératif,0.9667,AllC,1.0,1,0.9655172413793104,0.03571428571428571,0.0,0.034482758620689655
Mistral-7B-Instruct-v0.3__noise00__game_59,agent1,Mistral-7B-Instruct-v0.3,0,égoïste,0.0,AllD|TFT,1.0,0,0.0,1.0,1.0,1.0
Mistral-7B-Instruct-v0.3__noise00__game_59,agent2,Mistral-7B-Instruct-v0.3,0,égoïste,0.0,AllD|TFT,1.0,0,0.0,1.0,1.0,1.0
Mistral-7B-Instruct-v0.3__noise00__game_60,agent1,Mistral-7B-Instruct-v0.3,0,coopératif,0.9667,TFT|WSLS,1.0,0,1.0,0.0,0.034482758620689655,0.9655172413793104
Mistral-7B-Instruct-v0.3__noise00__game_60,agent2,Mistral-7B-Instruct-v0.3,0,coopératif,0.9667,TFT|WSLS,1.0,1,1.0,0.0,0.034482758620689655,0.9310344827586207
Mistral-7B-Instruct-v0.3__noise00__game_61,agent1,Mistral-7B-Instruct-v0.3,0,coopératif,1.0,AllC,1.0,1,0.9666666666666667,0.0,0.0,0.0
Mistral-7B-Instruct-v0.3__noise00__game_61,agent2,Mistral-7B-Instruct-v0.3,0,égoïste,0.0,AllD|WSLS,1.0,0,0.0,0.0,1.0,0.0
Mistral-7B-Instruct-v0.3__noise00__game_62,agent1,Mistral-7B-Instruct-v0.3,0,égoïste,0.0,AllD|WSLS,1.0,0,0.0,0.0,1.0,0.034482758620689655
Mistral-7B-Instruct-v0.3__noise00__game_62,agent2,Mistral-7B-Instruct-v0.3,0,coopératif,0.9667,AllC,1.0,1,0.9655172413793104,0.03571428571428571,0.0,0.034482758620689655
Mistral-7B-Instruct-v0.3__noise00__game_63,agent1,Mistral-7B-Instruct-v0.3,0,égoïste,0.0,AllD|TFT,1.0,0,0.0,1.0,1.0,1.0
Mistral-7B-Instruct-v0.3__noise00__game_63,agent2,Mistral-7B-Instruct-v0.3,0,égoïste,0.0,AllD|TFT,1.0,0,0.0,1.0,1.0,1.0
Mistral-7B-Instruct-v0.3__noise00__game_64,agent1,Mistral-7B-Instruct-v0.3,0,coopératif,1.0,AllC|TFT|WSLS,1.0,1,0.0,0.0,0.0,1.0
Mistral-7B-Instruct-v0.3__noise00__game_64,agent2,Mistral-7B-Instruct-v0.3,0,coopératif,1.0,AllC|TFT|WSLS,1.0,1,0.0,0.0,0.0,1.0
Mistral-7B-Instruct-v0.3__noise00__game_66,agent1,Mistral-7B-Instruct-v0.3,0,égoïste,0.0,AllD|WSLS,1.0,0,0.0,0.0,1.0,0.034482758620689655
Mistral-7B-Instruct-v0.3__noise00__game_66,agent2,Mistral-7B-Instruct-v0.3,0,coopératif,0.9667,AllC,0.9999982118606567,1,0.9655172413793104,0.03571428571428571,0.0,0.034482758620689655
Mistral-7B-Instruct-v0.3__noise00__game_65,agent1,Mistral-7B-Instruct-v0.3,0,coopératif,1.0,AllC,1.0,1,0.9666666666666667,0.0,0.0,0.0
Mistral-7B-Instruct-v0.3__noise00__game_65,agent2,Mistral-7B-Instruct-v0.3,0,égoïste,0.0,AllD|WSLS,1.0,0,0.0,0.0,1.0,0.0
Mistral-7B-Instruct-v0.3__noise00__game_67,agent1,Mistral-7B-Instruct-v0.3,0,égoïste,0.0,AllD|TFT,1.0,0,0.0,1.0,1.0,1.0
Mistral-7B-Instruct-v0.3__noise00__game_67,agent2,Mistral-7B-Instruct-v0.3,0,égoïste,0.0,AllD|TFT,1.0,0,0.0,1.0,1.0,1.0
Mistral-7B-Instruct-v0.3__noise00__game_68,agent1,Mistral-7B-Instruct-v0.3,0,coopératif,1.0,AllC|TFT|WSLS,1.0,1,0.0,0.0,0.0,1.0
Mistral-7B-Instruct-v0.3__noise00__game_68,agent2,Mistral-7B-Instruct-v0.3,0,coopératif,1.0,AllC|TFT|WSLS,1.0,1,0.0,0.0,0.0,1.0
Mistral-7B-Instruct-v0.3__noise00__game_69,agent1,Mistral-7B-Instruct-v0.3,0,coopératif,0.7667,TFT,0.927083432674408,1,0.9565217391304348,0.13636363636363635,0.0,0.2413793103448276
Mistral-7B-Instruct-v0.3__noise00__game_69,agent2,Mistral-7B-Instruct-v0.3,0,égoïste,0.0,AllD,1.0,0,0.0,0.0,1.0,0.2413793103448276
Mistral-7B-Instruct-v0.3__noise00__game_70,agent1,Mistral-7B-Instruct-v0.3,0,égoïste,0.0333,WSLS,1.0,0,0.16666666666666666,0.0,0.9655172413793104,0.06896551724137931
Mistral-7B-Instruct-v0.3__noise00__game_70,agent2,Mistral-7B-Instruct-v0.3,0,coopératif,0.9667,AllC,0.9999992847442627,1,0.9642857142857143,0.037037037037037035,0.0,0.06896551724137931
Mistral-7B-Instruct-v0.3__noise00__game_71,agent1,Mistral-7B-Instruct-v0.3,0,égoïste,0.0,AllD|TFT,1.0,0,0.0,1.0,1.0,1.0
Mistral-7B-Instruct-v0.3__noise00__game_71,agent2,Mistral-7B-Instruct-v0.3,0,égoïste,0.0,AllD|TFT,1.0,0,0.0,1.0,1.0,1.0
Mistral-7B-Instruct-v0.3__noise00__game_72,agent1,Mistral-7B-Instruct-v0.3,0,coopératif,1.0,AllC|TFT|WSLS,1.0,1,0.0,0.0,0.0,1.0
Mistral-7B-Instruct-v0.3__noise00__game_72,agent2,Mistral-7B-Instruct-v0.3,0,coopératif,1.0,AllC|TFT|WSLS,1.0,1,0.0,0.0,0.0,1.0
Mistral-7B-Instruct-v0.3__noise00__game_73,agent1,Mistral-7B-Instruct-v0.3,0,coopératif,1.0,AllC,1.0,1,0.9666666666666667,0.0,0.0,0.0
